"rank","trophies","tag","name","expLevel","attackWins","defenseWins","clanTag","clanName","clanBadgeURL"
"980","5137","#C09RQ0QV","༺ཀཽ༼DeViL༽ཫཽ༻","160","482","240","#8VG89ULY","IRAQ CHAMPIONS","OnyoVzsqn5OaD1w8kiki9N4Z_fVD5RkueWVuq1gkKiE"
"981","5137","#Q0RUP2PL","bahjat 5","165","106","8","#P90G99GR","~[EXTRA_EMPIR]~","f6Yglz_HpPjYzfVEgnowYO5L4EjNR3buOu32Pw5a0SI"
"982","5137","#Y02CJUJU","里絵大好き♡","141","133","5","#R9YJJYJ","毘沙門天","rza2YKMlvQI8fDLGm3suKAoMeyL0oKNIw0qtfV8KSBQ"
"983","5137","#LGV8PUG2","mesohordy","186","146","4","#YP9U0J","U.S.A ","f6Yglz_HpPjYzfVEgnowYO5L4EjNR3buOu32Pw5a0SI"
"984","5136","#28280VGUY","SRー1","157","271","13","#9U82JQPP","BLACK OPALS","OnyoVzsqn5OaD1w8kiki9N4Z_fVD5RkueWVuq1gkKiE"
"985","5136","#99Y9UC9P","⋆⚜ ᎯℒᎯᏂᏰᎯᏰi ⚜⋆","144","145","13","#9C2UPJUQ","No.1","a4fFI19bW2qL08W4jAqHZq021krfIfb6itF7MdvDoaI"
"986","5136","#UC28J08Y","GLADIATOR","146","187","9","#P9P0UV9U","Persianpro ♚♔","GM8oUGe4-5iBaqYJYDcImI-iUPbnr_p3y_qzs8oqoy4"
"987","5136","#2L00QJJVC","HKP999","138","189","5","#8UYPRV8V","War Kings","OscKpo3KQ0Ii4j9otJvPLlGO4dz9CahFo-cnzZUGHPg"
"988","5136","#Q0VYGR9P","..Spezzatoria..","163","93","7","#PCG9G0L2","Come & Take It","JMe3SPkziLGyLOd7WgIqVokwUa4BLvWlE-jI7WSj_00"
"989","5136","#PQVJ2898","The Gempire","136","109","9","#92VR2URV","Quantum's Havoc","owgIylfqmkTMSMHIWrm2MaguQ-t7LdElfJhc2nHxl2c"
"990","5136","#GYRC0G2Q","KJR","164","74","15","#9298G8PJ","Durban Kings","-JLZy7Ok79_GXFWhdNLhNAwuQd2a1Yd3yFyLS4ftst0"
"991","5136","#U280JCQQ","~ Kímmy ~","159","165","7","#20C00JL0","Indo Celestial","Vkb2fIWKckINbfReHrir5TLyIP6-54M20sz_ZnrcPSA"
"992","5136","#G2P0Y9Q9","Rino","141","108","7","#9C9G2CUP","〆vergnuegen 〆","xSnvNNmWGEX12SBe1kmk980elitUQ-lL8mDYkAK6Ncg"
"993","5136","#PPRVVY9P","♥️SmileyMiles24","161","156","14","#PG88UPC","Lost Phoenix ","IuD30W8lcoKfT3JwrVAesVApTmgMTPaNCJakp5FaaR4"
"994","5135","#P8PG998L","徹底先攻","151","200","11","#P9P28RQJ","junkgang　family","CA5Wbb0u_guAvM00fbdx8qUclAK9Z-Wq09UZu6VEaIU"
"995","5135","#PYLJP8","ro0o7-rak","159","91","5","#VCQV0JV","ARAB CHAMPIONS1","plY4H-lsOapFoPrOTbanC9uigjCVJnvc0Oaa1x4Pltw"
"996","5135","#GPL8GJGY","나비","144","150","10","#LCGGGRPP","RoyalMember","OJmW2sy5lx0x4fXxZlKszP8vpvSCSCOdXRVzz7Ijs_k"
"997","5135","#828VU89P","Sycho","180","114","10","#PJGJQR0U","Psych Ward","a511SGKJrMr83pqwKZg2R2Rf2Wa-bBVcv7HRwofCjKc"
"998","5135","#LU2PR9P","tiao paypay","165","102","5","#9YVG8Y8L","Echo","d6XiO02aD2I-DA-iFC_ejYCe_saSR7QMJFM3ni46JSQ"
"999","5135","#8UQJ0LU","HEARTAGRAM™","185","1220","219","#UCRY98Y","War of liberty","xBXQYRRZ5ieSuyWJQTg5i8UxrPQ1PNsg9gwZ1YgemjY"
"1000","5135","#QV2Y98Q0","ABH","164","82","4","#UQLUR0R","السعودية","3lrYN4w8AhMvMDhQmcM7iNQIxncW-iIbGxUK9hqy4ME"
"1001","5135","#YUP98YCR","中国缘 ⁽⁽ଘ小̌麻̌烦̌ଓ⁾","162","190","8","#Q9YCPV09","王者","owgIylfqmkTMSMHIWrm2MaguQ-t7LdElfJhc2nHxl2c"
"1002","5134","#R9PUC0VC","my name","162","610","169","#YYC0JP9","الرئاسه","8EQBE6OT2lO2k7IAB6UnIZFU_duNd9iJG0kSvlZHi4Y"
"1003","5134","#C909C88P","钟馗","164","113","15","#YJLY82QG","大唐天子","So0A9MJeUWMPSlvkZve0jTvKuqJOZeqaBXfiDgCwzcQ"
"1004","5134","#Y90URGQG","$GodOfTheArena$","181","116","2","#90Q092CP","NowHereAreUs","f0dYtwlxyptKbV68htRhZwu4TloYQpP1uZWajK4KIYc"
"1005","5134","#LJUPPUVC","shadowdreamz","142","222","11","#P99928LJ","ABN RANGERS","w-s_7qXZ4oqDt7XI1IE-n00hfUjU_Rf2637oidCywjk"
"1006","5134","#P8JRLY92","༺✨༼李ོ⚜绩ོ༽✨༻","145","140","7","#YJLY82QG","大唐天子","So0A9MJeUWMPSlvkZve0jTvKuqJOZeqaBXfiDgCwzcQ"
"1007","5133","#JCGPJ222","MorGan007","153","196","10","NULL","NULL","NULL"
"1008","5133","#JPV2QGQQ","D!3gO*10<○●•••","172","151","7","#QGCVUYP","AL PRO","VNKjK5xu_cPgeUdQqpuOzBgJQSF2ha0TdWlbgv3i5Bk"
"1009","5133","#PVCPVRUG","かずっち","174","137","11","#2RGG8RC8","べーとぅーべん","kgK0jc04dM9UHn56N7KctM44c_Or4ZSkzA1XOqURheY"
"1010","5132","#22J89JY","中国缘 假面Solo&Ray","160","363","33","#Q9YCPV09","王者","owgIylfqmkTMSMHIWrm2MaguQ-t7LdElfJhc2nHxl2c"
"1011","5132","#9VV2UVPJ","BAHAR","164","136","10","#8R2R9YGU","The Core™","a4fFI19bW2qL08W4jAqHZq021krfIfb6itF7MdvDoaI"
"1012","5132","#2CQQC90P","takashim","154","277","10","#8QJ09VQG","トイプードル","vcYFZPx4U0lYJvPzu8FjfHzMfSCxEqzTI3lJAhBikhA"
"1013","5132","#YPP90288","cowanjo","186","258","40","#PLV2LCJ","DetroitDeath","7Siliur18v1CGpXz2bnd3T6Dcenpw1PjWqIkzsVI3eo"
"1014","5132","#28V0CGVQ9","hani ibrahim","157","209","6","#YJQ2JGJJ","SYRIAN ELITE","BCNx0NuCcvUXzfjXEJqmwF6ecU3_p4jutGzQ6Q8k3CA"
"1015","5132","#2Q8Q008LU","dire wolf","145","222","19","#P99928LJ","ABN RANGERS","w-s_7qXZ4oqDt7XI1IE-n00hfUjU_Rf2637oidCywjk"
"1016","5132","#UL8R2VCU","Titan Turks","139","127","11","#YQR0YQ0G","TITAN TURK'S ®","YMSh3zRpb0IE0nEJ4g7CfSomzBs-RQcWFiVpP3h05ew"
"1017","5132","#220YLVG","杜如晦","180","138","8","#YJLY82QG","大唐天子","So0A9MJeUWMPSlvkZve0jTvKuqJOZeqaBXfiDgCwzcQ"
"1018","5131","#RV92PR22","!(^^)!","139","228","295","#L02UQYU8","対戦厨の集い≪極≫","HIWVHrCpZpBU4OnZqrWhJMzyJ1-rgGUnjEw9Gq5o2O4"
"1019","5131","#9G88V2RG","KartalOF","146","80","6","#PCG9G0L2","Come & Take It","JMe3SPkziLGyLOd7WgIqVokwUa4BLvWlE-jI7WSj_00"
"1020","5131","#L9P8VPL","Rawan","165","298","12","#UQLUR0R","السعودية","3lrYN4w8AhMvMDhQmcM7iNQIxncW-iIbGxUK9hqy4ME"
"1021","5131","#L8C2PYL","Linguini","182","252","7","#2VR2YY0G","Kings Rock","8EQBE6OT2lO2k7IAB6UnIZFU_duNd9iJG0kSvlZHi4Y"
"1022","5131","#JY2VUQ2L","AM","148","79","9","#PYY0829U","moselfranken","rza2YKMlvQI8fDLGm3suKAoMeyL0oKNIw0qtfV8KSBQ"
"1023","5131","#Q0JGJPL","ezzY","154","158","7","#P8JGCQ0L","Club Med Paris","a511SGKJrMr83pqwKZg2R2Rf2Wa-bBVcv7HRwofCjKc"
"1024","5130","#8L002R08","klose18","150","180","10","#9QPU8CUC","kwt q8","CA5Wbb0u_guAvM00fbdx8qUclAK9Z-Wq09UZu6VEaIU"
"1025","5130","#UP0JQVG2","ファルーカ","135","395","9","#LYGU0CUV","Tactics to Win","Rt-XKPJE0MNcfDj4uhBiDE1bM8a_8U8V3QvpLEBI_ww"
"1026","5130","#8CRCVYRG","gregor_f","176","64","6","#2GR920V9","WAR IMPERIUM","f6Yglz_HpPjYzfVEgnowYO5L4EjNR3buOu32Pw5a0SI"
"1027","5130","#28LGJUYG9","CHIEF DERO","152","139","9","#JCVYGUL","Team Hybrid","3BhL3JPqzF-UGhbY8ddbbBPbcrsPWSZ7jevXoRLzPqw"
"1028","5130","#PRQY29YR","The Outlaw","176","67","4","#CCQGRJP","Beer Goggles","CA5Wbb0u_guAvM00fbdx8qUclAK9Z-Wq09UZu6VEaIU"
"1029","5130","#P9R9VY8Y","YASER","139","185","2","#LUJLRYR","killer","8EQBE6OT2lO2k7IAB6UnIZFU_duNd9iJG0kSvlZHi4Y"
"1030","5130","#QCVV0UQG","透明1639","141","74","11","#8U0GQPQR","武林大会","pgnKjVfDk9Zo45937jeAVeK274Jt89M3sjKejr5fq24"
"1031","5130","#YJ9YG0GY","evelyn2866eve","169","151","10","#Q9YCPV09","王者","owgIylfqmkTMSMHIWrm2MaguQ-t7LdElfJhc2nHxl2c"
"1032","5129","#9YCLC2C8","yuho827","135","163","6","#2V8PUL28","戦場の絆","Z5f15B3vFJThAoECsiugsv2uaaflwp4K-tySPgkaXu0"
"1033","5129","#JCGGLVRP","Hiếu Ao","180","157","10","#2RQG9J0Y","Máu Me!","GM8oUGe4-5iBaqYJYDcImI-iUPbnr_p3y_qzs8oqoy4"
"1034","5129","#JYJV098","东方不败","175","379","17","#29LU28UQ","华夏联邦","-hnxidKL89mF0NOXVXo8OJnlXNrx4MY2IIE3Gw4BMtM"
"1035","5129","#9V28UP0","-Kim-","163","161","16","#PCG9G0L2","Come & Take It","JMe3SPkziLGyLOd7WgIqVokwUa4BLvWlE-jI7WSj_00"
"1036","5129","#J8YUJJUP","TEDDY","133","137","8","#QVJPGPR","TT flingueurs","1Cgd3Zm-x3ZFpkEQk-F0GEgiie5ZDw_8QdC5MFsOYc4"
"1037","5129","#Y0Q2P998","༻ ི☠ѕа༒ме☠ ྀ༺","189","156","8","#20V2YPRY","種っ子","r8wtD0yikAzAxrHiDHBogc1fhMElG2sou3PytWfOy4M"
"1038","5129","#PPU88LRU","Палыч","146","131","19","#8G8RLYUJ","anarbest","DAt3F4VShTIS5aSa_I7FJ8uBZNw914CUaeoSAvN17Sc"
"1039","5129","#92LU2CP","matador4444","177","145","7","#PCG9G0L2","Come & Take It","JMe3SPkziLGyLOd7WgIqVokwUa4BLvWlE-jI7WSj_00"
"1040","5129","#GLQ82V","♡machil♡","150","81","10","#9QVLPPYU","Pentagon","iPGDiPOoqA_4TczplEucNCFKJW0C6Bh9vfwP1EreN08"
"1041","5129","#UJGJRUPQ","rsmzm","167","76","15","#9GJGLRLG","MEGA FAMILY","cxK5C4Wkg4xZN8yXTrZmmm3iZHpinlS0Po9bPAtU5Lg"
"1042","5129","#QUCQLU2P","Mizz","148","303","88","#CYVJ8CQ","Mob FAM","oxvTf65n8dBjlsdGWuwo8NuTARnRqzmFP0gVr5b93K4"
"1043","5129","#G2LLC2GV","Tuoppi 66","155","115","4","#2UQQJUJR","Kansanedustajat","kjWcCTqQwUaIUP6Tw0mSFnryKRHAwsRxsmT3BOFeQOI"
"1044","5128","#20LGCLRCY","sWARty","153","111","3","#89RVQUQ2","LP2 Ares","IuD30W8lcoKfT3JwrVAesVApTmgMTPaNCJakp5FaaR4"
"1045","5128","#LCLG0C8J","광란의오줌발사","147","1186","157","#PQJUY09L","VIVA KOREA","CBa0ys8ar9lkGQw0Qa9iHf2T1PlOZ8u0gF07j1BfbfE"
"1046","5128","#YYPPG9RU","Rob","135","98","6","#PG88UPC","Lost Phoenix ","IuD30W8lcoKfT3JwrVAesVApTmgMTPaNCJakp5FaaR4"
"1047","5128","#Y9L92QL9","money","142","66","9","#9090YV","The Twelfth Man","_w5e72ZHU9XRrM-RIhh4zEP_JGBUfdUyZ5pKqers8uw"
"1048","5128","#GL8PPC9C","HankScorpio","165","92","4","#PCG9G0L2","Come & Take It","JMe3SPkziLGyLOd7WgIqVokwUa4BLvWlE-jI7WSj_00"
"1049","5128","#9R2LVPCV","Yugi0701","160","128","10","#9R80U8LJ","KOREA 8기","vcYFZPx4U0lYJvPzu8FjfHzMfSCxEqzTI3lJAhBikhA"
"1050","5128","#28LYJ9PR0","⚡⚡Constantine⚡⚡","130","190","12","#8JVGQ9LL","신사동앙마","slsiNqJ5_8887HZYKmYvq-HL6oPkjLJY3db9x87u5YE"
"1051","5128","#20GU2V2U","darbedar","207","115","15","#JRRGVJR","PERSIAN GULF","MKDWb2BV1gSGTb5mCcOLEsAbn3pj9kcP1zkQnBzWtT0"
"1052","5127","#GYGCCRQY","夜桜金さん","141","180","30","#2RGG8RC8","べーとぅーべん","kgK0jc04dM9UHn56N7KctM44c_Or4ZSkzA1XOqURheY"
"1053","5127","#P8GGR82V","DADDY ™","158","120","19","#209202YR","PERSIAN HUNTERS","SR0L_wDL7FWMZTUiKah_YcsBMnTVQSM2nE7MnPsNUgs"
"1054","5127","#YYRU9PJ9","ポテチ","155","133","9","#YV80GQJG","超絶援軍.com2","Fr1cJxCfrPUoy1LKd2zp2_FUx7dI6IEDIqUpaENNGy8"
"1055","5127","#R9CQYLJG","Afshin.noshan","152","138","14","#209202YR","PERSIAN HUNTERS","SR0L_wDL7FWMZTUiKah_YcsBMnTVQSM2nE7MnPsNUgs"
"1056","5127","#QYQJRLCY","木村拓哉","137","188","6","#2YR9280Q","海賊船メリー号(*≧∀≦*)","plY4H-lsOapFoPrOTbanC9uigjCVJnvc0Oaa1x4Pltw"
"1057","5126","#Q8L9QQ9L","Jonesy555","140","94","7","#8JUUPQ2Q","Platinum Chaos","C7XKVZnPspVnVM_wtUWvqdNEj8ot-WoADUWeu6PL_z0"
"1058","5126","#Y0890UQC","moma","141","104","9","#Y2L0L8YR","wanasah وناسة","TU0t119W5y2lbBAVtL4Ybx4aRPZMAzc5gvFgg02dXHI"
"1059","5126","#C29V8JVP","Taka-Ron44","151","244","12","#YP9U0J","U.S.A ","f6Yglz_HpPjYzfVEgnowYO5L4EjNR3buOu32Pw5a0SI"
"1060","5126","#8J8VRGLL","::(jameswars)::","145","187","6","#2QPLRL0U",""Loyal Warrior"","zyggSTpwyjmHb1-WoAuvhTXGEmq2P1cSMnxSG5zxOYI"
"1061","5126","#8VC9JCLU","⚡️Thunder3434⚡️","154","194","7","#8GL8VQ2C","ROCKACOC","8EQBE6OT2lO2k7IAB6UnIZFU_duNd9iJG0kSvlZHi4Y"
"1062","5125","#GQ8C8PL2","~ オカズ ~","139","128","6","#9PLRCR9R","CLUB ONLY《DEF》","Yafe6MmAlMuwti0JKKcQJWJVHRCL9_FfKpVZJJD-xZs"
"1063","5125","#JVJ080R","Coruja","138","121","9","#9GJGLRLG","MEGA FAMILY","cxK5C4Wkg4xZN8yXTrZmmm3iZHpinlS0Po9bPAtU5Lg"
"1064","5125","#89P2YGP0","AMEER","132","128","11","#2J8YYJG","Egypt Heroes","N3RDI6oRKwVJ2AWiqT_LtnDOlqscDS-D3dy7x4DQDzA"
"1065","5125","#YCUPYGGY","david","145","140","9","#PCG9G0L2","Come & Take It","JMe3SPkziLGyLOd7WgIqVokwUa4BLvWlE-jI7WSj_00"
"1066","5125","#CJ2YJCYU","송아","143","164","9","#Q0C8J2","DT","rgwj-LnyyUQ_mYljhoRQCu32DZVZO_IWey_67p5bkls"
"1067","5125","#P0U2R2PP","としや61","145","82","8","#2RRU9Q9P","ユートピア","zyggSTpwyjmHb1-WoAuvhTXGEmq2P1cSMnxSG5zxOYI"
"1068","5125","#PR9YCLQV","COMMANDER","140","201","10","#8CR2JGP0","sesshomaru","CA5Wbb0u_guAvM00fbdx8qUclAK9Z-Wq09UZu6VEaIU"
"1069","5125","#CYPJ9JYC","Siака™","137","275","37","#CG989L","The Lost","tsbNDyZqWrKKI1EkE3OG35KUf2lGZgdOUm0Lq5PhrvE"
"1070","5125","#U8889UYV","LOARD khosro","162","155","23","#2VR2YY0G","Kings Rock","8EQBE6OT2lO2k7IAB6UnIZFU_duNd9iJG0kSvlZHi4Y"
"1071","5125","#90VVC98J","d3o0F0os","156","192","0","#VCQV0JV","ARAB CHAMPIONS1","plY4H-lsOapFoPrOTbanC9uigjCVJnvc0Oaa1x4Pltw"
"1072","5124","#YQVPRL28","NaDa","170","199","6","#2P0YJP9G","49%","agr1Cy6wuAwSSGkLpZT18aUem8PnLb7ZU1Df_KAS2tU"
"1073","5124","#8QYRUQLL","-DanHend-","151","185","4","#2QRL8U2G","W4R KINGS","w-s_7qXZ4oqDt7XI1IE-n00hfUjU_Rf2637oidCywjk"
"1074","5124","#PQ8G98QR","manu","133","133","6","#V9L9UG8","FRERES D'ARMES","OscKpo3KQ0Ii4j9otJvPLlGO4dz9CahFo-cnzZUGHPg"
"1075","5124","#J9QUCUYG","K６","166","106","4","#2QRUJR8G","ALMIGHT☆ROOKIES","B4M2RrUflv7OkpxrX0oH7oCUbUuVMihzCOLhi-6IsEI"
"1076","5124","#LV28RVLR","Jaxxwill.......","165","158","8","#VCQV0JV","ARAB CHAMPIONS1","plY4H-lsOapFoPrOTbanC9uigjCVJnvc0Oaa1x4Pltw"
"1077","5124","#YYQYUVPL","JuanTorres STFE","152","180","2","#CJLYY0J","Death Squad","8LfZpl7uS3zl6RUUMKh8KrqQbVPEooLro5WuqVU8HJA"
"1078","5124","#J9G2U820","schnitzerz4","190","112","7","#2U00G8J0","Filipino Legend","XJp3CtBRdB4GbkvxxxJpAnBOCkL5SwB8qNc9feBg538"
"1079","5124","#RVPGJ02Y","Koisalt","174","175","19","#P0U8999R","Bones","SR0L_wDL7FWMZTUiKah_YcsBMnTVQSM2nE7MnPsNUgs"
"1080","5124","#2LJG0QQR","PREDATOR","167","69","10","#9GJGLRLG","MEGA FAMILY","cxK5C4Wkg4xZN8yXTrZmmm3iZHpinlS0Po9bPAtU5Lg"
"1081","5123","#QQ8YJPGG","mit","151","169","10","#9J99PYRL","CLUB ONLY","Yafe6MmAlMuwti0JKKcQJWJVHRCL9_FfKpVZJJD-xZs"
"1082","5123","#9L0CGVV9","my king","142","189","19","#2GR0ULRL","John 3:16","vcYFZPx4U0lYJvPzu8FjfHzMfSCxEqzTI3lJAhBikhA"
"1083","5123","#R920G0Q","TUẤN HẢO_TH","175","308","13","#YPCY0L82","Th Group Laos","agr1Cy6wuAwSSGkLpZT18aUem8PnLb7ZU1Df_KAS2tU"
"1084","5123","#GRQY2PJC","Gerardo","145","162","4","#VGGCVQG","Los Mexicas!!!","GM8oUGe4-5iBaqYJYDcImI-iUPbnr_p3y_qzs8oqoy4"
"1085","5123","#G9ULYCU","₮ཏཛ ཡศཞཞར๑ཞ","149","97","15","#2RG9CVY8","Guyana Palace","yKc83x4_O95WEOmN-PJ6sPs_P5ZcWsBywd_oO2Hn9Mk"
"1086","5123","#29RCRRVUY","스피릿","145","158","11","#8LGYUUC8","그린피플","aLl_HSQs0JLR2YZ-9iuzQb1Rj8PjnlfxKWQyonBW-bU"
"1087","5123","#Q2UUURRQ","クロロ","144","136","5","#Y92YRU28","LinkJP-Arcadia","Yafe6MmAlMuwti0JKKcQJWJVHRCL9_FfKpVZJJD-xZs"
"1088","5122","#UY000209","薛涛","155","222","6","#YJLY82QG","大唐天子","So0A9MJeUWMPSlvkZve0jTvKuqJOZeqaBXfiDgCwzcQ"
"1089","5122","#Y8J0PRGV","Dirk Diggler","168","139","7","#PG88UPC","Lost Phoenix ","IuD30W8lcoKfT3JwrVAesVApTmgMTPaNCJakp5FaaR4"
"1090","5122","#CYU9U8JU","MIchaelz","176","761","109","#2U00G8J0","Filipino Legend","XJp3CtBRdB4GbkvxxxJpAnBOCkL5SwB8qNc9feBg538"
"1091","5122","#8YUCL2J2","(´・ω・`)","140","152","15","#2RGG8RC8","べーとぅーべん","kgK0jc04dM9UHn56N7KctM44c_Or4ZSkzA1XOqURheY"
"1092","5122","#YPYUYLPJ","༺常健༻","171","214","11","#YJLY82QG","大唐天子","So0A9MJeUWMPSlvkZve0jTvKuqJOZeqaBXfiDgCwzcQ"
"1093","5122","#2CGRVUUJ","morikazu0313","177","158","9","#22P2GV9R","貢いで　尽くして　捨てられて","CA5Wbb0u_guAvM00fbdx8qUclAK9Z-Wq09UZu6VEaIU"
"1094","5122","#P002VR","Nopinter","210","85","8","#9V80VRGR","Thai war Hero","f2iJF-gjyx5MRzD5z6pekgdgimXO1IE7CE3tr5DguTk"
"1095","5122","#LQP8Y08Q","Lily","153","181","8","#9LJ2PC02","リアン♡","yDM478C6gCAE-6PM7IOmKrblch8kvKEWP3F4ym2GUSg"
"1096","5122","#YQPRRU8C","Ninja Research","140","116","19","#8QQYCLR0","Kings Diamond","8EQBE6OT2lO2k7IAB6UnIZFU_duNd9iJG0kSvlZHi4Y"
"1097","5122","#22JGQLVQV","CHauDHaRy","138","117","16","#9GJGLRLG","MEGA FAMILY","cxK5C4Wkg4xZN8yXTrZmmm3iZHpinlS0Po9bPAtU5Lg"
"1098","5121","#GGVJVPCY","minshia","152","201","10","#9J99PYRL","CLUB ONLY","Yafe6MmAlMuwti0JKKcQJWJVHRCL9_FfKpVZJJD-xZs"
"1099","5121","#JULQLY99","mcrojo","162","187","5","#2QYVVVR0","LATAM TEAM","Z2OqgY6eNST05cLYqniJQTYdrwwG-GKOZvrW26SKt18"
"1100","5121","#8C9QPLVJ","大丰田","178","131","13","#2LG8Q9V0","C.N.","fvoF2pJTtXkG7nzx6jWYwQPbK_KyECrRV8z7Mt2KRT0"
"1101","5121","#RY2QYLVC","omar","163","71","6","#L8VLRVL","Monday Morning","1fAOsByzaIpCpeZ_GLWqhVDLVhLoSYBNZD82pe3p1Ik"
"1102","5121","#GVUPGRGL","for-only-one","146","68","5","#8P2VQJ","더 지니어스 : 클랜","N0-0A9MU2iS84X0n4hDnN8as1kXz9wJCFcP30dnulT8"
"1103","5121","#L9CU8UYP","りのはむ","129","236","16","#P0RJVJVP","GinzaKoso Tokyo","xyAQeEy7043N99BgOqa9knj3cq9fppL_qXBgwsXvU6U"
"1104","5121","#PGRRCJ09","S A S H","155","88","6","#PLCP2V2J","Deluxe Lounge","Ha7GqnHoMWJpwlF03t-T73lpPF3zviJeh09-h8QT7Lg"
"1105","5121","#RQQPQ8R","kieu dung:-)","157","288","7","#9UQPQVP0","HANOI WAR 001","6WICn9hmiGlp81plBlXxxzTgyEz0AbmT6K0y_jw4r7g"
"1106","5121","#298RVYLV","༺༑Jun༑༻","155","269","14","#8CQ28L0J","援軍(^O^)援軍(^O^)","8EQBE6OT2lO2k7IAB6UnIZFU_duNd9iJG0kSvlZHi4Y"
"1107","5121","#9JY0P200","CupaThief","166","142","2","#22PLJUPJ","Cupaholics™","YMSh3zRpb0IE0nEJ4g7CfSomzBs-RQcWFiVpP3h05ew"
"1108","5121","#Q89PP2C9","♥️♣️♠️moh♥️♣️♠️","142","176","5","#YYGUY8QC","Legend Warriors","3BhL3JPqzF-UGhbY8ddbbBPbcrsPWSZ7jevXoRLzPqw"
"1109","5121","#9QYLLGUC","hao032353","155","172","6","#2RQG9J0Y","Máu Me!","GM8oUGe4-5iBaqYJYDcImI-iUPbnr_p3y_qzs8oqoy4"
"1110","5121","#2JQQYQR0","Chief Pureness","152","47","7","#9UQU08PY","MutationNations","zXapupWU15RdoxcdXvRijLWIqk5JBANcBhInEEK80qc"
"1111","5121","#228VRV9G8","Sergey","139","64","6","#2JLQL2LJ","Р У С С К И Й","f6Yglz_HpPjYzfVEgnowYO5L4EjNR3buOu32Pw5a0SI"
"1112","5120","#8L2CUVLU","♠️ Gambit ♣️","142","111","8","#PG88UPC","Lost Phoenix ","IuD30W8lcoKfT3JwrVAesVApTmgMTPaNCJakp5FaaR4"
"1113","5120","#2YPPY9VC2","악마","141","172","3","#22V88GYV","Korea Gold","qKf1UVr4_Ljd4aKYaz-No_l7vkD741R_tih6XwP8Czo"
"1114","5120","#PCUUYPLC","Gaberwar","181","213","1","#8PVC292V","Décadence","TU0t119W5y2lbBAVtL4Ybx4aRPZMAzc5gvFgg02dXHI"
"1115","5120","#CUGJPV89","vva","170","149","9","#P9RYJV09","不怕神一样的对手…只怕猪队友","f6Yglz_HpPjYzfVEgnowYO5L4EjNR3buOu32Pw5a0SI"
"1116","5120","#UC2CQ29","Red Edition","150","158","10","#PCG29V80","ZorngötterGL™","j8e4iEwsiYdQFjaoHkud3He9LmtsMNxwkrZhSfnETUE"
"1117","5120","#V9YPYYVP","dc","154","129","11","#UP0080R","Indo Eternity","xUo2kMu1WXvJWD3UCP4xxKs23-EIfz2TCiXmSnkRUTY"
"1118","5120","#90YR8VP9","Kristina Senpai","145","133","9","#PCG9G0L2","Come & Take It","JMe3SPkziLGyLOd7WgIqVokwUa4BLvWlE-jI7WSj_00"
"1119","5120","#RL08C9VG","[H][E][R][O]","153","83","4","#98PUVC8V","JAKARTA RIDER","f2iJF-gjyx5MRzD5z6pekgdgimXO1IE7CE3tr5DguTk"
"1120","5120","#28L22ULRP","click boom","131","228","7","#2YP8C8LL","Guardians Elite","slsiNqJ5_8887HZYKmYvq-HL6oPkjLJY3db9x87u5YE"
"1121","5119","#9YU2C9RL","やまと","155","125","5","#8YYU2UJ","fellow jp","25fXR8RtesfRr6AkBtYV43tNk9mKXr9czOi2kxrDaIQ"
"1122","5119","#Y8RC9VLP","Wolfvrein","169","135","5","#8YPJ2LLP","ARMY OF WITCHES","j8e4iEwsiYdQFjaoHkud3He9LmtsMNxwkrZhSfnETUE"
"1123","5119","#RG0LLJPU","coc-戈仑石王","148","151","8","#YJLY82QG","大唐天子","So0A9MJeUWMPSlvkZve0jTvKuqJOZeqaBXfiDgCwzcQ"
"1124","5119","#J92028L","ヘモア","140","94","7","#Y80LGQJR","三星天〜saboten〜","g_sTtkTXZdzLkrzHovOM04fEanzRmtc_FrQLQSeE1kk"
"1125","5119","#LL9RU9QL","JFK","150","82","8","#9GJGLRLG","MEGA FAMILY","cxK5C4Wkg4xZN8yXTrZmmm3iZHpinlS0Po9bPAtU5Lg"
"1126","5119","#J0GPLUY2","zoro","165","163","5","#2UL20P8L","درع الجزيرة","YQo-xhjJ9o-1DRBNwMf4ryoN7Os7b4E_e9OdDqFdM2s"
"1127","5119","#RQ9URLG2","かさ","154","176","7","#2J8VVRRP","なな民宿♡","SZyyo2SBpCN-7_FAVnHWd58sx2an7S3wU3Kopjsg3RQ"
"1128","5118","#988GLRJG","しる！","166","144","1","#2J9902U0","みことｰ尊ｰ","Ovla22qqpfMgbaZzYF2FFn-cL98373ybVqu9U7xsfZM"
"1129","5118","#VCC8L0VR","Revelations","136","178","23","#899282RU","BATTLETHRONE","8EQBE6OT2lO2k7IAB6UnIZFU_duNd9iJG0kSvlZHi4Y"
"1130","5118","#PG9UGV8L","洋平","131","182","13","#2J9902U0","みことｰ尊ｰ","Ovla22qqpfMgbaZzYF2FFn-cL98373ybVqu9U7xsfZM"
"1131","5118","#8P0PUP2U","PatriotX","142","115","3","#8JVP9LQC","Netflix & Chill","rza2YKMlvQI8fDLGm3suKAoMeyL0oKNIw0qtfV8KSBQ"
"1132","5118","#2222R2G8R","Changsta","206","118","9","#9PL9GULL","iWangChang","8EQBE6OT2lO2k7IAB6UnIZFU_duNd9iJG0kSvlZHi4Y"
