"rank","trophies","tag","name","expLevel","attackWins","defenseWins","clanTag","clanName","clanBadgeURL"
"1403","5088","#L88C9R28","Deanna","158","122","6","#2VR2YY0G","Kings Rock","8EQBE6OT2lO2k7IAB6UnIZFU_duNd9iJG0kSvlZHi4Y"
"1404","5087","#2Y0Q9UGR","ninja christian","156","141","5","#8UY829U8","Kings @ War","3BhL3JPqzF-UGhbY8ddbbBPbcrsPWSZ7jevXoRLzPqw"
"1405","5087","#8JQLQV2L","♛ᏦᎥᏁᎶ ⭕F ᏦᎥᏁᎶs♛","157","90","8","#9PUC8YYR","MEGA BAKU","cxK5C4Wkg4xZN8yXTrZmmm3iZHpinlS0Po9bPAtU5Lg"
"1406","5087","#JGUU900","❄White Walker❄","145","117","1","#8QCU8Q8G","Alpha Dawgs","0mIsEmPZ2x0kC5U0f6SQihPXIREYvVmNnVzRlZra0dM"
"1407","5087","#Q08QY9G9","Will u are973","158","171","9","#8GJUV0YP","Glaives Noirs","CA5Wbb0u_guAvM00fbdx8qUclAK9Z-Wq09UZu6VEaIU"
"1408","5087","#82JQVU89","ORÇN & KİNG UFK","146","169","14","NULL","NULL","NULL"
"1409","5087","#GGLURRU0","Bengis Khan","183","97","7","#2L0VCUYU","AutoDrezz","GM8oUGe4-5iBaqYJYDcImI-iUPbnr_p3y_qzs8oqoy4"
"1410","5087","#8V8L229Q","OBLIN","155","86","12","#LLCLV0LJ","NO SIDE","bj65Bko9uaVx_gJimojVJC7MTuycwQ2AeXoDtezJfM8"
"1411","5087","#902RJY2R","コージkodgeコージ","173","202","5","#2U00G8J0","Filipino Legend","XJp3CtBRdB4GbkvxxxJpAnBOCkL5SwB8qNc9feBg538"
"1412","5087","#RLPL8QJ","SIMPLYTHEBEST","165","76","14","#C9JR82","ESPAÑA","0qBaaO6YuOlrydQ5VTXGzeHoxIKvBFr27T8VS2jEQmg"
"1413","5087","#2RGJ29U9","Gwendolyn","158","189","5","#Q08G02C0","Freedom Tower","CA5Wbb0u_guAvM00fbdx8qUclAK9Z-Wq09UZu6VEaIU"
"1414","5086","#RUVPQLP","LIMIT","148","166","15","#PLPR0RU2","誉〜cantera〜","7Siliur18v1CGpXz2bnd3T6Dcenpw1PjWqIkzsVI3eo"
"1415","5086","#Q0PQQULL","♠️FromTheDark♠️","149","82","9","#2YU22YY","BATTLE RAGE","f6Yglz_HpPjYzfVEgnowYO5L4EjNR3buOu32Pw5a0SI"
"1416","5086","#8UYLUVV8",""GET-ER-DONE"","156","101","8","#YP9U0J","U.S.A ","f6Yglz_HpPjYzfVEgnowYO5L4EjNR3buOu32Pw5a0SI"
"1417","5086","#9V89L9VG","家住9楼","167","196","14","#Q9YCPV09","王者","owgIylfqmkTMSMHIWrm2MaguQ-t7LdElfJhc2nHxl2c"
"1418","5085","#88QY8C9C","Big Jack","134","106","8","#9C9PVJ0Q","PUN PIRATES","CA5Wbb0u_guAvM00fbdx8qUclAK9Z-Wq09UZu6VEaIU"
"1419","5085","#CLR9YCV","noypi","137","300","10","#2YU22YY","BATTLE RAGE","f6Yglz_HpPjYzfVEgnowYO5L4EjNR3buOu32Pw5a0SI"
"1420","5085","#R0YLVRJY","plonly","152","218","8","#20RGJP8J","NEU PJM","TCVeO_uMyQyX3OC7JSAYWRBkpkRe2j1bUgsiHms8y2c"
"1421","5085","#8LRVULCL","Totje de Rebel","152","81","4","#2RLQL2GU","Lost Rebels","OscKpo3KQ0Ii4j9otJvPLlGO4dz9CahFo-cnzZUGHPg"
"1422","5085","#P2JQC9R2","NO TIME","153","225","13","#YYC0JP9","الرئاسه","8EQBE6OT2lO2k7IAB6UnIZFU_duNd9iJG0kSvlZHi4Y"
"1423","5085","#PYLGQRY2","Legend Arash","139","91","8","#28CGCRP9","IRAN.ACADEMI","kjWcCTqQwUaIUP6Tw0mSFnryKRHAwsRxsmT3BOFeQOI"
"1424","5084","#CU2LR9","Duh","178","174","4","#P0G8UG9G","不一样的我们⭐","tsbNDyZqWrKKI1EkE3OG35KUf2lGZgdOUm0Lq5PhrvE"
"1425","5084","#Q2QRV2JJ","Vttt","151","191","8","#Q9YCPV09","王者","owgIylfqmkTMSMHIWrm2MaguQ-t7LdElfJhc2nHxl2c"
"1426","5084","#9L2L9UQR","ron","174","311","7","#C09RCLP","Clan Marsiling","8EQBE6OT2lO2k7IAB6UnIZFU_duNd9iJG0kSvlZHi4Y"
"1427","5084","#QGJYY8QP","rV","179","144","6","#UGLUJLP","Tribo Pilipinas","f6Yglz_HpPjYzfVEgnowYO5L4EjNR3buOu32Pw5a0SI"
"1428","5084","#LYQJJJL0","Crush and Burn","142","143","13","#2C9VPUPC","QATAR","7Siliur18v1CGpXz2bnd3T6Dcenpw1PjWqIkzsVI3eo"
"1429","5084","#QY8YY89Y","GomDoRi","152","249","7","#928J9GCP","대한민국•KOREA","SeshZACsOz6tLJ6BRuxDTUtg4tE4fABKfFI5B8BrOdc"
"1430","5084","#QJLV920Q","テディと雨","148","347","11","#9G0GPRL0","MEGA ASIA","cxK5C4Wkg4xZN8yXTrZmmm3iZHpinlS0Po9bPAtU5Lg"
"1431","5083","#RCPU2UCG","。は","149","147","9","#2Q0QVV80","超絶援軍.com","d0WKymXoVURiYbjYrvgxwvLyz4XJjGortU68Uwh1woU"
"1432","5083","#UGVQ2JJ","會長","146","110","8","#9QVLPPYU","Pentagon","iPGDiPOoqA_4TczplEucNCFKJW0C6Bh9vfwP1EreN08"
"1433","5083","#C80GLVLJ","IMMAGIN 2","148","88","18","#CLP2G0P","LEYENDAS AE","g_sTtkTXZdzLkrzHovOM04fEanzRmtc_FrQLQSeE1kk"
"1434","5083","#UCQ98C8J","XLR8IN","140","171","10","#YUGV0GVU","bonbee team","tsbNDyZqWrKKI1EkE3OG35KUf2lGZgdOUm0Lq5PhrvE"
"1435","5083","#Q82QCY2G","高高翔翔","136","92","11","#89PQ8Y2L","Blue Bear","C7XKVZnPspVnVM_wtUWvqdNEj8ot-WoADUWeu6PL_z0"
"1436","5083","#JJ0QQP08","■●■DOMINATOR■●■","166","211","4","#P8CGUCLC","DOMINATORZY","agr1Cy6wuAwSSGkLpZT18aUem8PnLb7ZU1Df_KAS2tU"
"1437","5083","#GQ88C9P2","gnijug","160","173","6","#LGU99VPC","墨尔本华人部落","XsQ4-uFaxYrO8bpQTUyuxd6cYnVlI6Uf51rlCjUf7mk"
"1438","5083","#JVUUCRUV","B҉O҉S҉S҉M҉A҉N҉","153","150","8","#U8CRVGU","LEGENDS BTKA","c7m6pwYIsYS0y0lol-_FWOPe-dUxkCUbYUTzIZ5Q3EM"
"1439","5083","#VLYPG9LR","momo","154","248","35","#9PUC8YYR","MEGA BAKU","cxK5C4Wkg4xZN8yXTrZmmm3iZHpinlS0Po9bPAtU5Lg"
"1440","5083","#VCP8G0Q2","Ꭲ-ᏴᎾᏁᎬ","162","117","12","#YP9U0J","U.S.A ","f6Yglz_HpPjYzfVEgnowYO5L4EjNR3buOu32Pw5a0SI"
"1441","5083","#CRYQYLPJ","なかもっち様","144","85","6","#2RGG8RC8","べーとぅーべん","kgK0jc04dM9UHn56N7KctM44c_Or4ZSkzA1XOqURheY"
"1442","5082","#LJY9YYRG","Ꭿℒ D҉ᎾS͜͡ᎯℛᎽ","134","175","7","#2UL20P8L","درع الجزيرة","YQo-xhjJ9o-1DRBNwMf4ryoN7Os7b4E_e9OdDqFdM2s"
"1443","5082","#89VGG0CL","vinalas","152","219","3","#8RLGRC9","Garuda Army","gleInU799fdmj_-HlZa1CUqDbBhS2NwaV-5Of4g5ngs"
"1444","5082","#PPU0QVRR","MATURINO","161","113","11","#8JVGQ9LL","신사동앙마","slsiNqJ5_8887HZYKmYvq-HL6oPkjLJY3db9x87u5YE"
"1445","5082","#GPGC2PUQ","관우 장군","140","309","8","#QC2YCVQ","의리","EVbWpgRMFF8UE2j-mnxnhqLmiuFzQPJhjEhdLa874ZU"
"1446","5082","#2RL8P8GU","Zeus.69","148","159","3","#C0JU08L","les immortelss","jA0A1-BAutiOTM9fWQbKkXZMCteT8NswDo_QW1TSnIk"
"1447","5082","#RLLYGL2U","tex","155","159","7","#YP9U0J","U.S.A ","f6Yglz_HpPjYzfVEgnowYO5L4EjNR3buOu32Pw5a0SI"
"1448","5082","#CV2LQLQY","ᏆhᎬBᎬᎪᏆᎠᎾᎳᏁ","218","69","4","#8YQGCGL0","Daddy'sDarlings","FDwK67NjcQZcOR9OBlqOkx0YjvF2X1pHhVAcdjZMj8Y"
"1449","5082","#VL0U9QVL","MAGIC MIKE","163","180","10","#2CQ829VP","aerial storm","A2LvQLlKDXzFLOP2JqlbBWuGSrtIlfn2ja8WwJx4ZSw"
"1450","5082","#980C82V","er69","171","174","4","#2GYGCPV","UKRAINE","DAt3F4VShTIS5aSa_I7FJ8uBZNw914CUaeoSAvN17Sc"
"1451","5081","#LC2CJL0U","Savage","140","285","9","#2J8Q20LY","Kings Liberty","8EQBE6OT2lO2k7IAB6UnIZFU_duNd9iJG0kSvlZHi4Y"
"1452","5081","#GVGCCG29","(づ￣ ³￣)づ ZZG","157","147","1","#20LCC89C","智障哥豆油店","DNsohYfD9L5MoS-tAQgqOz5Nfy19BhEgPqPQ6mPnIxo"
"1453","5081","#L8JV9QGR","AL_Romani","135","103","10","#VCQV0JV","ARAB CHAMPIONS1","plY4H-lsOapFoPrOTbanC9uigjCVJnvc0Oaa1x4Pltw"
"1454","5081","#UVYGCR2R","Captain America","209","157","7","#YP9U0J","U.S.A ","f6Yglz_HpPjYzfVEgnowYO5L4EjNR3buOu32Pw5a0SI"
"1455","5081","#LLY0QR9C","浪驚天","179","123","5","#80CY9R0V","台灣之光","FZwJEOBTPtByJDhxEE33iSBK8O88DOyKiiF7Ehg1i_U"
"1456","5081","#PUVVVGLQ","mftak","158","125","10","#VJPP8C0","ARAB CHAMPIONS™","plY4H-lsOapFoPrOTbanC9uigjCVJnvc0Oaa1x4Pltw"
"1457","5081","#YP8CYYUY","A_kiラ","156","104","5","#R2P898Q","十指连心","OnyoVzsqn5OaD1w8kiki9N4Z_fVD5RkueWVuq1gkKiE"
"1458","5081","#2GR8PUPPJ","박근상","139","163","11","#99CVQ2V2","죽은 시인의 사회","UcZX0VXd00BMvLMhjsPcU9Q_XMjr5FkdBsP_E9H8oBk"
"1459","5080","#L8PP2LJ0","Nitro","145","85","9","NULL","NULL","NULL"
"1460","5080","#QCUQ2LCL","marron™","153","193","4","#YVCGVY8J","Yu☆の家","e1VRvDtsd-fA2Stvc4VsJWYAvld9mYGTSkff_260Av4"
"1461","5080","#QU0LU0UR","ターボー","133","303","16","#2UVGG2YR","太田南一番街零戦","iPGDiPOoqA_4TczplEucNCFKJW0C6Bh9vfwP1EreN08"
"1462","5080","#2Q8G009VV","ノア","138","105","9","#9QVLPPYU","Pentagon","iPGDiPOoqA_4TczplEucNCFKJW0C6Bh9vfwP1EreN08"
"1463","5080","#QUUURQJC","서프로","143","161","14","#2PR09CPR","대통령","8zYCCrBMh8UeQsF7ESLahyhZ29jEpZQ6zpAidtnGJ1g"
"1464","5080","#89L8RVUR","Buckie","154","195","17","#YRP2VPY","LaLeiLuLeiLo","be91HP9tshWOSRuDHt3FZl6Y5EKMtZZip5Wi3FEtGVc"
"1465","5079","#8CU89GLG","bco53","156","92","6","#YRUYL22","Quantum's Web","owgIylfqmkTMSMHIWrm2MaguQ-t7LdElfJhc2nHxl2c"
"1466","5079","#JQLJCR0","فزاع","137","122","11","#UQLUR0R","السعودية","3lrYN4w8AhMvMDhQmcM7iNQIxncW-iIbGxUK9hqy4ME"
"1467","5079","#VYCJQR80","뭉치선생","162","112","2","#2PY8JLGY","초보자 클랜♡","Ow9OIWHXkb3D_IOBf_WGX54D0a9_-cWkltgG-ovkzkc"
"1468","5079","#8LG0YJPJ","NUNO_Portugal I","145","150","8","#CVR2UGL","PORTUGAL I","FoeBKgf5I2Ow7tbVKhmqr9BDn1y0i-jXkQ8rMZaUr7g"
"1469","5079","#R0Y00CY","LONE WOLF","136","147","4","#P8PPYU0Y","TRUE BLUE","6HZGJmPbhjXSfnqC0-wAkOHjPAT2s3mmr8hoUiHzVWE"
"1470","5079","#PP8JYQ0","LEGEND","156","101","11","#P9880C0C","Elite Champs","w-s_7qXZ4oqDt7XI1IE-n00hfUjU_Rf2637oidCywjk"
"1471","5079","#P99Q2VJ0","bronwenne","154","135","2","#Q0UC20P","War Frequency","YD1YnE3FcWr-wc6KR68g27YUxeYN6Kk1l_3nQNFjGM0"
"1472","5078","#LGJRU2L2","mkタクシー","151","157","6","#9PLRCR9R","CLUB ONLY《DEF》","Yafe6MmAlMuwti0JKKcQJWJVHRCL9_FfKpVZJJD-xZs"
"1473","5078","#PVVLG0Y9","タナトシ","166","171","3","#2RRU9Q9P","ユートピア","zyggSTpwyjmHb1-WoAuvhTXGEmq2P1cSMnxSG5zxOYI"
"1474","5078","#J9YLQ99G","♱TIKO♱","151","74","19","#2YU22YY","BATTLE RAGE","f6Yglz_HpPjYzfVEgnowYO5L4EjNR3buOu32Pw5a0SI"
"1475","5078","#8RV9RCRQ","けん","144","288","5","#PUYQVQCQ","無敵艦隊&1","jaQpNeyHMs94AuoOb6GmSrqqvsKfrVU2PA-XsekAnfs"
"1476","5078","#YQPPL899","BuG","168","231","19","#8PCL0Y9J","BRASIL TEAM","JVqVoGLkFwRRxN-Sl3qXivtDHshhhYbxizTAFh9L83A"
"1477","5078","#QVR2RJPP","N O M E R C Y","165","407","51","#9QQVVQ8V","KILLERS","C0gdU5N_K8BXwsu2jYZy4USe_Zyb_udzTYGzx04zQdI"
"1478","5078","#8P98VUVC","mâhmôöôd !","149","172","9","#JU990VJ","Persian (dude)","02K5VantrE82RN3BVCbgoNpFLN6rVFfg7aN999K4kp4"
"1479","5078","#9JGC2L9","Jackscagnetti","177","509","67","#9PL9GULL","iWangChang","8EQBE6OT2lO2k7IAB6UnIZFU_duNd9iJG0kSvlZHi4Y"
"1480","5078","#L2LJ2LVY","روح موت","151","115","6","#2UJ9CGJ8","BornToKill","rza2YKMlvQI8fDLGm3suKAoMeyL0oKNIw0qtfV8KSBQ"
"1481","5078","#PRQURGYC","LORD BLOM","166","461","56","#2GPU8JV","The Block!","XJC9r4bMfN6Lu4cCXVZ_d1F7KpUPwt-M6c6XXX3ZReE"
"1482","5078","#2QCCLU29","ᴴᴬᴹᴬᴺᴱ","167","203","16","#8Y9R8P2C","فيلق الخليج","jA0A1-BAutiOTM9fWQbKkXZMCteT8NswDo_QW1TSnIk"
"1483","5078","#22YQRR8UQ","織田信長","129","184","11","#P0RJVJVP","GinzaKoso Tokyo","xyAQeEy7043N99BgOqa9knj3cq9fppL_qXBgwsXvU6U"
"1484","5078","#JCQCJRLR","ᎷᎪᎢᎪ•ᏞᎬᎪᎾ","166","145","4","#PCG9G0L2","Come & Take It","JMe3SPkziLGyLOd7WgIqVokwUa4BLvWlE-jI7WSj_00"
"1485","5077","#88J2GR0U","FIKRI","153","106","7","#20C00JL0","Indo Celestial","Vkb2fIWKckINbfReHrir5TLyIP6-54M20sz_ZnrcPSA"
"1486","5077","#YCGYRCJ8","MjrM7rB","173","79","9","#UQLUR0R","السعودية","3lrYN4w8AhMvMDhQmcM7iNQIxncW-iIbGxUK9hqy4ME"
"1487","5077","#GLCCRGVG","ハジメリオ","125","154","7","#Y2LUPGLP","羅王","Yafe6MmAlMuwti0JKKcQJWJVHRCL9_FfKpVZJJD-xZs"
"1488","5077","#L92P29L","Thay Roth®","166","164","5","#8QCQY0U9","CAMBODIA BROS","cxK5C4Wkg4xZN8yXTrZmmm3iZHpinlS0Po9bPAtU5Lg"
"1489","5077","#LVUCRRP9","黒田 如水","152","211","6","#YUYY8PR0","♤FALLEN♡ANGEL♤","UhjPWtyqsgpADGxPsrvORbVxdySMJKauwzON64-6Zwo"
"1490","5077","#2V9YYQLU","aldollar007","139","131","11","#9ULPLL9L","Cemetery","agr1Cy6wuAwSSGkLpZT18aUem8PnLb7ZU1Df_KAS2tU"
"1491","5077","#YUL2VY8L","Sinner","147","281","12","#LULJQJJQ","StArZ & bArZ","Xpogm0PWv7c3PWaylKB_UTVbCiWHw1kIqrtJiY23u-U"
"1492","5077","#92LUV8RP","⚡️SALVO⚡️","153","111","6","#QVJPGPR","TT flingueurs","1Cgd3Zm-x3ZFpkEQk-F0GEgiie5ZDw_8QdC5MFsOYc4"
"1493","5077","#88L2PPYP","キムヒロ","137","172","14","#P0RJVJVP","GinzaKoso Tokyo","xyAQeEy7043N99BgOqa9knj3cq9fppL_qXBgwsXvU6U"
"1494","5076","#UGCCYG0Q","GEEKS_YOYO","140","341","86","#YQGGPGGQ","Panggul Clash","NuX2Jq6C3mKytjmyASOCjNMx0iU5dpSfjy3IP4XPdJc"
"1495","5076","#2LPCYRQ0","A-chi.KING","156","187","11","#20V2YPRY","種っ子","r8wtD0yikAzAxrHiDHBogc1fhMElG2sou3PytWfOy4M"
"1496","5076","#9V8YRCYQ","BLACK_CARDINAL","156","91","4","#9U2V8J02","KZ GODLIKE TEAM","76isSC140R-invOfNfomywrX38S-z_pvd6L2udpG61M"
"1497","5076","#29GQVQCY","RazerII","154","128","9","#YRUYL22","Quantum's Web","owgIylfqmkTMSMHIWrm2MaguQ-t7LdElfJhc2nHxl2c"
"1498","5076","#20V00CVQ","☠ SlayOj ☠","164","219","20","#8R2R9YGU","The Core™","a4fFI19bW2qL08W4jAqHZq021krfIfb6itF7MdvDoaI"
"1499","5076","#JLCQJ0Q8","♡極惡ゲラポー♡","132","167","8","#9QVLPPYU","Pentagon","iPGDiPOoqA_4TczplEucNCFKJW0C6Bh9vfwP1EreN08"
"1500","5076","#RQC0P2CP","Júpiter","129","160","2","#JCUP0J","Nicaragua","jA0A1-BAutiOTM9fWQbKkXZMCteT8NswDo_QW1TSnIk"
"1501","5075","#LRGCPGPQ","tailtuck","135","124","8","#Q08G02C0","Freedom Tower","CA5Wbb0u_guAvM00fbdx8qUclAK9Z-Wq09UZu6VEaIU"
"1502","5075","#UQVYL0Y","kaveh","163","111","6","#2UL20P8L","درع الجزيرة","YQo-xhjJ9o-1DRBNwMf4ryoN7Os7b4E_e9OdDqFdM2s"
"1503","5075","#RGVLY2RR","せんせー_47","140","108","7","#GV9J999","電光石火〜JAPAN〜","j8e4iEwsiYdQFjaoHkud3He9LmtsMNxwkrZhSfnETUE"
"1504","5075","#U0RRJGPJ",">> JL LATINO <<","143","159","10","#8G9P0G28","CoC DOMINICANS","IuD30W8lcoKfT3JwrVAesVApTmgMTPaNCJakp5FaaR4"
"1505","5075","#U8JUJQRG","ASTERIX","143","99","12","#RPGVCYY","코골&대코","PQ4lYxZT8EYTCoXWXiLsCgDRIhcNqF3gGz4hADPyee0"
"1506","5075","#VJ8YP8JP","極悪たかひろ","146","103","10","#8000Q2Q8","マッタリーノ7","g_sTtkTXZdzLkrzHovOM04fEanzRmtc_FrQLQSeE1kk"
"1507","5075","#GYPQ2RY8","NARWOLF","151","198","12","#QLJPY0","clash of boss","CA5Wbb0u_guAvM00fbdx8qUclAK9Z-Wq09UZu6VEaIU"
"1508","5075","#YPPJPUYV","GodfatherPie Jr","154","89","7","#YRUYL22","Quantum's Web","owgIylfqmkTMSMHIWrm2MaguQ-t7LdElfJhc2nHxl2c"
"1509","5075","#GCP22R2J","GUESS","137","59","4","#UQLUR0R","السعودية","3lrYN4w8AhMvMDhQmcM7iNQIxncW-iIbGxUK9hqy4ME"
"1510","5075","#VQPV9JUG","뜽땽이","149","413","18","#9R80U8LJ","KOREA 8기","vcYFZPx4U0lYJvPzu8FjfHzMfSCxEqzTI3lJAhBikhA"
"1511","5075","#PUP0CPJJ","Outsider","163","180","12","#2GR920V9","WAR IMPERIUM","f6Yglz_HpPjYzfVEgnowYO5L4EjNR3buOu32Pw5a0SI"
"1512","5075","#9UURP9YG","hungtp","149","167","7","#2YU22YY","BATTLE RAGE","f6Yglz_HpPjYzfVEgnowYO5L4EjNR3buOu32Pw5a0SI"
"1513","5075","#YCVYVL8J","SIK","141","170","8","#P99928LJ","ABN RANGERS","w-s_7qXZ4oqDt7XI1IE-n00hfUjU_Rf2637oidCywjk"
"1514","5075","#28UP8Q0R2","soul uae","142","280","80","#9C2UPJUQ","No.1","a4fFI19bW2qL08W4jAqHZq021krfIfb6itF7MdvDoaI"
"1515","5075","#2R8LLCJ9","KHAN 525","155","61","9","NULL","NULL","NULL"
"1516","5075","#QUC0R99G","Crampton's Land","162","97","4","#2VR2YY0G","Kings Rock","8EQBE6OT2lO2k7IAB6UnIZFU_duNd9iJG0kSvlZHi4Y"
"1517","5075","#20Y0CQJG2","かなぶん","162","156","9","#2CG88VGG","L-style","vcYFZPx4U0lYJvPzu8FjfHzMfSCxEqzTI3lJAhBikhA"
"1518","5074","#CV9V9J08","Too Huge","148","383","96","#8C0YL0UG","War Whales","4IYaGHTNZF3sS9e5N0m4JDtrd3KcLKwOQ00ta2DzOlE"
"1519","5074","#2PYJ2UC8","丹尼爾弒神","171","176","11","#8RQYP9YG","阿里巴巴和四十大盗","7C2SruGmxB83a_dspOpi3Qj_vqDswGzZzhh1O2GgfuM"
"1520","5074","#2G9G08222","JAMBO","126","362","10","#9028ULJY","【第九區】","JYJNl9HOl5eUwFog3Zb8wTZunxyJ5_rcn6RHUGXuR0s"
"1521","5074","#8LGUP80","nid","157","136","3","#8G8RLYUJ","anarbest","DAt3F4VShTIS5aSa_I7FJ8uBZNw914CUaeoSAvN17Sc"
"1522","5074","#9G2VLPG9","jason","151","473","71","#PYCLQQG8","Angel Star","YKiClQD0jZGIMT-umX_7QwAoZmgnuRkwCilU04K7FoM"
"1523","5074","#9QVGJVVU","hunter16v","151","145","8","#2GR920V9","WAR IMPERIUM","f6Yglz_HpPjYzfVEgnowYO5L4EjNR3buOu32Pw5a0SI"
"1524","5074","#PL8082JQ","✧*｡to✧sa✧ma✧*｡","139","241","14","#2V8PUL28","戦場の絆","Z5f15B3vFJThAoECsiugsv2uaaflwp4K-tySPgkaXu0"
"1525","5074","#L80PLQVC","邪恶魔神之徒(傻仔龙)","162","69","6","#RJCCGYC","yishun&marsilin","kgK0jc04dM9UHn56N7KctM44c_Or4ZSkzA1XOqURheY"
"1526","5074","#G2VQ8PUR","SHEREBARZANII","136","124","11","#2JG20YYU","kurdistan is 1","xOHj-fR4Mgzrzo4Asw-OtIak-K8NFikkR0YXlnoGEL8"
"1527","5074","#208CGRGJ","⚡Quicksilver™⚡","148","205","7","#PCG9G0L2","Come & Take It","JMe3SPkziLGyLOd7WgIqVokwUa4BLvWlE-jI7WSj_00"
"1528","5074","#YCP9VQQ8","طםםת","149","268","11","#29UP98Q2","Italy Legend","CA5Wbb0u_guAvM00fbdx8qUclAK9Z-Wq09UZu6VEaIU"
"1529","5074","#LP02PY2","Steph-78","190","95","13","#88QL8PUG","L'Apogée","OscKpo3KQ0Ii4j9otJvPLlGO4dz9CahFo-cnzZUGHPg"
"1530","5074","#8GUCVUQU","tonto","156","132","4","#PG9LCP9P","Lava Kings","CA5Wbb0u_guAvM00fbdx8qUclAK9Z-Wq09UZu6VEaIU"
"1531","5074","#99Q08RYQ","NinjaRichard","150","214","6","#PCG9G0L2","Come & Take It","JMe3SPkziLGyLOd7WgIqVokwUa4BLvWlE-jI7WSj_00"
"1532","5074","#GL0JPQCC","BLACK MAMBA","146","187","13","#UC20VG8","*AYYILDIZ*","OIrad9oLA0EmSCLfrIzdbS0O7tTdZH5cKDhJEZfu8NM"
"1533","5074","#CG8YQRRQ","Sonorin☆","151","124","9","#9VLR8YLU","CLUB ONLY2","Yafe6MmAlMuwti0JKKcQJWJVHRCL9_FfKpVZJJD-xZs"
"1534","5074","#V9Q29RUG","leo89","152","171","2","#2CG88VGG","L-style","vcYFZPx4U0lYJvPzu8FjfHzMfSCxEqzTI3lJAhBikhA"
"1535","5074","#90QQP2YQ","killer","177","124","3","#2C8LV2RG","THAILAND PRO","OJmW2sy5lx0x4fXxZlKszP8vpvSCSCOdXRVzz7Ijs_k"
"1536","5073","#LV00RPP2","shafikdarwich","167","191","6","#2UL20P8L","درع الجزيرة","YQo-xhjJ9o-1DRBNwMf4ryoN7Os7b4E_e9OdDqFdM2s"
"1537","5073","#L0C0C9LG","sob","144","113","10","#928J9GCP","대한민국•KOREA","SeshZACsOz6tLJ6BRuxDTUtg4tE4fABKfFI5B8BrOdc"
"1538","5073","#CG8GYJ0","NJonesnaja","148","188","2","#9RJ98Y9C","Thai Pro Jr","OJmW2sy5lx0x4fXxZlKszP8vpvSCSCOdXRVzz7Ijs_k"
"1539","5073","#PGVY0RGP","✨S Y A A S I","159","336","71","#GC0UP","النصر السعودي","knYuxu4pCc0CogrP0c_9pmDJubm_ELKNIg43BcGYbS8"
"1540","5073","#G99L2ULJ","Pchannnn","144","190","5","#LL8CLCJJ","Pchan","Cu6NwoWCDydqanAE1hEfSXY9eg-0SPDD1YK31z-jswA"
"1541","5073","#8VQCRPQU","Maccoy","161","140","13","#2U00G8J0","Filipino Legend","XJp3CtBRdB4GbkvxxxJpAnBOCkL5SwB8qNc9feBg538"
"1542","5073","#L0G20V2L","alex","180","124","10","#VGGCVQG","Los Mexicas!!!","GM8oUGe4-5iBaqYJYDcImI-iUPbnr_p3y_qzs8oqoy4"
"1543","5073","#QCRYRLR8","JAC","145","182","13","#VGGCVQG","Los Mexicas!!!","GM8oUGe4-5iBaqYJYDcImI-iUPbnr_p3y_qzs8oqoy4"
"1544","5073","#2C0P8YPP","Daniela","177","198","7","#PJV99QJ0","Italian Champs","Ukxtro0nEsz8f70jMvV1wwafhJcPyh_RgasvQiBQ1Rg"
"1545","5073","#CJQ8QPU2","edwin01","148","110","7","#UGLUJLP","Tribo Pilipinas","f6Yglz_HpPjYzfVEgnowYO5L4EjNR3buOu32Pw5a0SI"
"1546","5073","#QLLUP2LC","༒࿈༺Tonky༻࿈༒","166","118","10","#82VRGRLR",".COM.","vUTP2-uQPJX0EDfR2pplwe3mYl2z13G0KLoCqd7Q59w"
"1547","5073","#L8Y8GYGP","*Stoffel*","160","217","10","#Q9V2P0G","Brennerchen13","OscKpo3KQ0Ii4j9otJvPLlGO4dz9CahFo-cnzZUGHPg"
"1548","5073","#CQQJJLYR","￡~zuma~￡","139","189","12","#LY9VGVUU","神々の遊び","AQ8MdqQfBJiCQmVTrwahdGYHvxAZ4We6kYyqTKrN64Q"
"1549","5073","#9V0YPLUP","mbc","146","106","4","#8VG89ULY","IRAQ CHAMPIONS","OnyoVzsqn5OaD1w8kiki9N4Z_fVD5RkueWVuq1gkKiE"
"1550","5073","#GCR9PU9J","8hee","149","235","14","#2RRU9Q9P","ユートピア","zyggSTpwyjmHb1-WoAuvhTXGEmq2P1cSMnxSG5zxOYI"
"1551","5072","#YVCYQUP2","Kimu-sora","128","142","8","#P0RJVJVP","GinzaKoso Tokyo","xyAQeEy7043N99BgOqa9knj3cq9fppL_qXBgwsXvU6U"
"1552","5072","#2Y2P2QLP9","Dragon187","127","135","4","#9QJJLRPV","SoCal Wolfpak","w-s_7qXZ4oqDt7XI1IE-n00hfUjU_Rf2637oidCywjk"
"1553","5072","#8VRQ9PPY","superdave","191","76","12","#YRUYL22","Quantum's Web","owgIylfqmkTMSMHIWrm2MaguQ-t7LdElfJhc2nHxl2c"
"1554","5072","#U0U8QYRQ","hilde06","164","146","12","#9V899G9R","WAR HEROES","rSLscGYpSQFpKXZMhmQTMCsZdVre9bAiTxPkPM2LEuY"
"1555","5072","#C08UQ9Q","maykee","167","121","3","#20L2YPJL","Pinoy JetX 2","EVbWpgRMFF8UE2j-mnxnhqLmiuFzQPJhjEhdLa874ZU"
