"rank","trophies","tag","name","expLevel","attackWins","defenseWins","clanTag","clanName","clanBadgeURL","townHallLevel","barbarianKingLevel","archerQueenLevel","grandWardenLevel"
"92332","5257","#990RGJ2R0","som","162","273","1","#GG299CJ8","Nadar Street","bXhvyeLf78gWG93UfkFt3TGdqyjBx_SI__P4YXJFmH8","10","27","27","NULL"
"92380","5257","#2YV09CJU2","Revi","146","242","2","#PP8G8Q0C","DUNHILL KING","xxgxQ7psaG0LhvfyfX4hH59EAcXx2tlxOAGkWV33WOs","10","40","40","NULL"
"92554","5256","#8V9PVPQYU","lover boy","192","268","1","#QL0UQ2R8","BALURGHAT 2K16","HuVYONTzKhvFZZ1sccDYJ-a272G3zmjjFYLg8cm9wm8","10","40","40","NULL"
"92846","5255","#28LVY9QLC","AFterlife","153","192","1","#GCL00RLC","Ae Savage","CA5Wbb0u_guAvM00fbdx8qUclAK9Z-Wq09UZu6VEaIU","10","31","34","NULL"
"93316","5254","#8GVJJVJJJ","dark knight","165","201","0","#Q89UJC8C","ANAK BANGSA IND","KzIU29xI4JPcMNvnYutkMivV9XgQTZEwFnUY9jRRKtw","10","21","20","NULL"
"93750","5252","#220U8V0JJ","Misikaro","146","234","2","#8RRCPU8Y","Finland Coed","5-bNcXrqLPJ-pEmp5Lw9Q_g5tcZsjmkPIm3feVuNqXU","10","30","34","NULL"
"93816","5252","#292U9QJ8Y","cassio","170","151","0","#PUC08QV8","The Avengers","JVqVoGLkFwRRxN-Sl3qXivtDHshhhYbxizTAFh9L83A","10","40","40","NULL"
"94031","5251","#2PCPCJLGJ","FÊNIX","148","106","0","#8PY8VLY","EMPIRE AVENGERS","a511SGKJrMr83pqwKZg2R2Rf2Wa-bBVcv7HRwofCjKc","10","31","38","NULL"
"94089","5251","#2U2LLC0PC","Mostafa Samimi","166","225","0","#LRQ8YLRQ","KING OF KINGS","MIw7OsZ9rVdSllLwSokVrVxNz7lyNxzquQdNEYgWrBU","10","29","27","NULL"
"94157","5251","#CLVLJ0Y9","OzPg Ad$K","187","161","0","#PCYU8PY","OzPg Clan™","MOrYRusStdFAr_jLPVMsEYQz9XhSQIdt4ZjE0NAVBDE","10","40","40","NULL"
"94264","5250","#88R8C8CUJ","マッチョ","155","159","0","#2URRRJ8V","vagabond漂流者","iPGDiPOoqA_4TczplEucNCFKJW0C6Bh9vfwP1EreN08","10","25","37","NULL"
"94292","5250","#9Q9G908YV","DeViL AnGeL","134","430","1","#LQPCPLUQ","GOD's SAVIOR","pNwbtdL_kn9BwHjL_43rlF-Xk_ZqoxavOStOcKmwr2I","10","16","25","NULL"
"94339","5250","#8Y88VC22J","Musagibara","150","308","0","#LLQVC898","G5 GANGAO","anzPXwHdDcfVYLgLiGSkOybemfiRB80uaihupf77o60","10","37","40","NULL"
"94776","5249","#2P8QQYYJY","Ricky","134","297","1","#298Y920P","Arreaaa","wxdriG-xnHVyYK65eKiqBOmVuYOd8wbDX8lyBbm0gI8","10","35","40","NULL"
"94785","5249","#2UJJVC2LC","Rei Bárbaro II","164","96","0","#9G2ULGG2","N.S. TEAM™","kgK0jc04dM9UHn56N7KctM44c_Or4ZSkzA1XOqURheY","10","30","35","NULL"
"94835","5249","#VP88YP08","abdlpati97ONC","144","294","1","#GCL00RLC","Ae Savage","CA5Wbb0u_guAvM00fbdx8qUclAK9Z-Wq09UZu6VEaIU","10","34","39","NULL"
"94917","5248","#8RJ2VCJ00","Arra","180","195","0","#R00Q9VY","°GREAT BATTLE°","vbTBkl1mNyvyzcaoEbFLi1uPAT4B6_SGTpYnTLiCte8","10","30","31","NULL"
"95138","5247","#90YG8QLYJ","sourav dada","142","230","1","#JGR20PL","Shadow ¥ Legacy","fvoF2pJTtXkG7nzx6jWYwQPbK_KyECrRV8z7Mt2KRT0","10","26","40","NULL"
"95187","5247","#8298GP0VU","j0vy38","152","109","1","#PRY22UV9","LASTtrip2HEAVEN","kgK0jc04dM9UHn56N7KctM44c_Or4ZSkzA1XOqURheY","10","39","40","NULL"
"95218","5247","#9PVJLYG","VICKY","153","100","0","#2CRLQRV9","INDO MASTER","7Siliur18v1CGpXz2bnd3T6Dcenpw1PjWqIkzsVI3eo","10","40","39","NULL"
"95330","5247","#2U09VCL89","Sweety","186","179","1","#8GQPPY22","Namenlos","cGaD3FvudBFEVqyCJKtRteNP7RrUry0MlV9cDEMaS2s","10","29","40","NULL"
"95419","5247","#RRCU88PL","DIAZ LF","147","92","0","#LR2U22VV","PalabanAvengers","KzIU29xI4JPcMNvnYutkMivV9XgQTZEwFnUY9jRRKtw","10","40","40","NULL"
"95428","5246","#2RRQV8CJR","_H€££™Bô¥_","168","217","0","#P92222R","ARC STONE TROPA","B4M2RrUflv7OkpxrX0oH7oCUbUuVMihzCOLhi-6IsEI","10","21","23","NULL"
"95572","5246","#8YJJGUPQG","khumanthem","144","347","1","#JL8UL0J","Alpenlibe","_lngKbaS9VlTCn2V8iTuOO_nb3o7X7ctqhVaMgViCLA","10","40","40","NULL"
"95694","5245","#298U0LPQP","STETHOSKOP","146","243","2","#Y2G9L2Y0","SEVEN 7 ETC","Bz75f5MXuFj1T31KZZNvXjEGBC4bHDSgZR_Wxf-HDKw","10","25","32","NULL"
"95940","5245","#2V2JUULUC","∆ TeDY","141","160","1","#U0GQYU09","LITRIEL","igpqbMTP5l5bo4j6b_Ipn7NAWL5Ln1M7GNoAdHTiZqM","10","21","21","NULL"
"96026","5244","#2L8JGVLQP","Baja Hitam","142","127","0","#U0GQYU09","LITRIEL","igpqbMTP5l5bo4j6b_Ipn7NAWL5Ln1M7GNoAdHTiZqM","10","22","25","NULL"
"96183","5244","#9PP900C00","ミラクル","139","314","0","#Q90L9JCU","Garden","0qK_lrJV-fUtFWEKCOi1q1zjIGjon1yBdwSfV_L93UI","10","40","40","NULL"
"96311","5243","#8QJ8YYUYV","alex-@47","168","139","0","#PPRG2V9V","Zona De Titanes","fG8lVXQps8kelphi71OJGZcK53x_O9ibpAcw0XylqS4","10","28","32","NULL"
"96516","5242","#82GY00YYQ","Dark Knight","187","332","3","#Y0QQ98RU","The Commander","53TDLwig12tm27xXKIsbrTbiFkyLe9a-jwGzVsFN8wQ","10","33","36","NULL"
"96749","5242","#2QC2PU0YP","hanif","144","241","0","#GC8PR2LJ","✊BOCOR ALUS✊","YQo-xhjJ9o-1DRBNwMf4ryoN7Os7b4E_e9OdDqFdM2s","10","21","24","NULL"
"96765","5242","#8QVY9PJPV","Lucky","152","184","0","#2C9QCYPG","PAtna P!rates","kgK0jc04dM9UHn56N7KctM44c_Or4ZSkzA1XOqURheY","10","40","40","NULL"
"97095","5240","#2L9V20CGJ","siron","161","122","1","#LL9G0UYC","GUSDURIAN PROB","bfmKg8cM4PUytKqR0ASyqLITyOqjjfaCPbrDEdiP7U8","10","32","39","NULL"
"97286","5240","#20CLULU02","TiGeR","160","284","6","#G2RU9P2Y","حافيه القدمين","Z5aKmuoFTg3dc1WxLdb9YVb8B5whP5vZb4X42UHyW-c","10","25","32","NULL"
"97320","5240","#PVQRJP8C","ÄÄÄKING","157","164","1","#890YQV8G","Inglorious","EdhVFt_keLk8vNAm4Zf8k4bBr21ZUQIxrig3gganGSI","10","34","40","NULL"
"97978","5237","#2ULCRPQ2U","kansas","156","201","0","#JCR0GGCC","MIAR","vUTP2-uQPJX0EDfR2pplwe3mYl2z13G0KLoCqd7Q59w","10","27","39","NULL"
"97989","5237","#2QJGG2QUL","schiggycore","150","226","0","#8GCVCUU0","Fightdogs","jA0A1-BAutiOTM9fWQbKkXZMCteT8NswDo_QW1TSnIk","10","28","37","NULL"
"98231","5237","#8CGPYYVP","SIDNEY LUAN","157","257","0","#JPRL8J08","Instituto","U0gIwQ4LX0Dg_sdPhQZQWyiwIe7EN5ymGuOlJR0JcFs","10","21","33","NULL"
"98390","5236","#9CU009822","FORGIVEME !!!!","153","214","0","#GUJ08P2G","A.N.J.A.Y","xxgxQ7psaG0LhvfyfX4hH59EAcXx2tlxOAGkWV33WOs","10","24","29","NULL"
"98442","5236","#2UYQ2RUP8","♣ PAYSANDU ♣","157","145","1","#29L2CJ8C","...AtkSuke...","IqJXD9RBYNbpesFihDHAdXHqJGuUYIlAddqNs-bob2o","10","28","24","NULL"
"98467","5236","#99L82U288","#R7@Tropa","144","191","0","#9C9R0220","TNT BR","OnyoVzsqn5OaD1w8kiki9N4Z_fVD5RkueWVuq1gkKiE","10","20","26","NULL"
"98506","5236","#2JPCU2QUP","™IDN_Exclusive™","157","108","1","#9LQV0GY","INDO ABS","gleInU799fdmj_-HlZa1CUqDbBhS2NwaV-5Of4g5ngs","10","26","35","NULL"
"98586","5235","#2LUUQPPLQ","ian ajja 93","177","230","1","#P2RGQPL9","borneo kingz","qJdEWA673O4Ai3OnKuqTG8rg-zuFCfDhlX8zAUeWaA0","10","35","40","NULL"
"98880","5234","#22YRUGR0Q","ChandraCBRIDER","161","216","0","#LRG8GLL8","MAE'XS KOMPAK","UJ0J66BZvXwWomSHXQH6XLA57JPgy2C4dVKk_cd4iHE","10","40","32","NULL"
"99023","5234","#9R82GY8UL","Rajput boy","141","258","1","#YGRULCQ2","NARUTO","8EQBE6OT2lO2k7IAB6UnIZFU_duNd9iJG0kSvlZHi4Y","10","21","23","NULL"
"99061","5234","#2P2RRLYP2","Aki","151","94","0","#J2QJLQJL","JADE","bggdRN-q2BITB7axSaotpRFBc-JPk2Kw0AHRANiWEtk","10","30","36","NULL"
"99105","5233","#RQ8V9QV0","فهـد","170","170","0","#8VQPYQCQ","خلوها وناسة","FoeBKgf5I2Ow7tbVKhmqr9BDn1y0i-jXkQ8rMZaUr7g","10","40","40","NULL"
"99132","5233","#YPCV8Y2G","ERP-Ms.SassY❤","152","107","0","#GYVGQJQU","ASTIG PINOY","8_cwxplFb_ZDN65fNjM0NrkPxWpdOL_SiuQ9197JcVo","10","35","40","NULL"
"99159","5233","#8LRCYY0YQ","ＴＫ","176","509","1","#VLQCYQG","黒蝶騎士","OnyoVzsqn5OaD1w8kiki9N4Z_fVD5RkueWVuq1gkKiE","10","32","40","NULL"
"99235","5233","#2GRJL228","RedCorvette","151","121","0","#PGQ020U","501st Darkside","heuS7PN8jMymR-2Mp9mrSWDp_5YSNb9ajSpkDCJLu74","10","30","35","NULL"
"99430","5232","#2URC2Q2JY","ubay gaunk","143","409","0","#2CYYGQY","D' GOWs CLAN","avJwnMOBHweX6g1iE8a0kxhNPjITwhEslCUjJsff4Dk","10","32","37","NULL"
"99488","5232","#UYVQ9JYC","Kirito","158","198","0","#8Q9YQ0YU","進撃の初心者","7Siliur18v1CGpXz2bnd3T6Dcenpw1PjWqIkzsVI3eo","10","34","40","NULL"
"99570","5232","#8RQU0JVPY","mojtaba","169","120","1","#PQ9L9RRL","جنگجویان‌پارسی","xOURLAR12jDoTkavQ-TC6wRz1CPDnkXwaoLB8urAXME","10","22","31","NULL"
"99789","5231","#YLRJVQ2L","surms","147","114","1","#PUJUQPGG","DEMENTORES","CA5Wbb0u_guAvM00fbdx8qUclAK9Z-Wq09UZu6VEaIU","10","32","40","NULL"
"99791","5231","#29U209QPQ","alpha_1","171","358","4","#9VJQVQQ","Pinoy Primo 3","HuVYONTzKhvFZZ1sccDYJ-a272G3zmjjFYLg8cm9wm8","10","38","40","NULL"
"99805","5231","#8Y9G02CUY","Vader","129","97","0","#PGQ020U","501st Darkside","heuS7PN8jMymR-2Mp9mrSWDp_5YSNb9ajSpkDCJLu74","10","30","35","NULL"
"99891","5231","#889VJPGPG","aprillia jr","141","104","0","#2ULYQJGG","MINORITY CREW","BGks_0zi5uaMgGdh3JfegKTfcZdSyfIxylk4-Ebqc3w","10","25","25","NULL"
"99898","5231","#2UY2PR2CL","simon","148","187","0","#P9RCVYJR","Verbrannte Erde","8EQBE6OT2lO2k7IAB6UnIZFU_duNd9iJG0kSvlZHi4Y","10","31","39","NULL"
"99911","5231","#82RVPJ9Q8","hamza.jo","181","167","0","#PYUQP0R","كوليدر","CA5Wbb0u_guAvM00fbdx8qUclAK9Z-Wq09UZu6VEaIU","10","37","40","NULL"
"100204","5230","#2RQ22GJL","EL FALCON","170","210","0","#CY8V9LG","LoL RIOJA","5ZXQzvZbJUn4kTLW0lIXLhlT0zs-AhzaKc7-IfFhdxY","10","27","30","NULL"
"100524","5229","#2V2RQCC9","J-EPZ","170","112","3","#2JVGRJPP","Semarang Group","OIrad9oLA0EmSCLfrIzdbS0O7tTdZH5cKDhJEZfu8NM","10","39","40","NULL"
"100642","5228","#QP2R92LQ","DeViLSaD 01","143","220","0","#9RLCLCVP","La Tulipe Noir3","tsbNDyZqWrKKI1EkE3OG35KUf2lGZgdOUm0Lq5PhrvE","10","40","40","NULL"
"100687","5228","#8R9PL9PVU","Rustom","174","138","1","#Y0GY8CUR","Pirates","anzPXwHdDcfVYLgLiGSkOybemfiRB80uaihupf77o60","10","40","40","NULL"
"100912","5228","#2QRU89C8Q","ALEXANDER -10","161","208","0","#QVP0RQ8U","Honduras #1","_l-4kVXLOb7llUZybpRVKPZcGDUnYB-qI6SRDQCtdFA","10","40","40","NULL"
"101255","5227","#99C9QRRG0","x-bow","138","416","1","#Y28RU92C","*DARK BROTHERZ*","XJC9r4bMfN6Lu4cCXVZ_d1F7KpUPwt-M6c6XXX3ZReE","10","21","24","NULL"
"101346","5226","#2RGY02UYU","den_bagusee","154","151","0","#YY829LV","Ae Junior","CA5Wbb0u_guAvM00fbdx8qUclAK9Z-Wq09UZu6VEaIU","10","31","35","NULL"
"101564","5226","#8CULRC8GY","tizoupatricia","169","88","0","#Y8CCQUJV","Québec action","anzPXwHdDcfVYLgLiGSkOybemfiRB80uaihupf77o60","10","40","40","NULL"
"101664","5225","#2YGU8UG8G","⚡ DPrBaDoO ⚡","159","126","1","#CY08RUV","War Slaves","vbTBkl1mNyvyzcaoEbFLi1uPAT4B6_SGTpYnTLiCte8","10","35","40","NULL"
"101687","5225","#28QV9VQ9L","$Eduardo$","150","111","0","#9JJLPYLL","ClashTOP CHILE","SWcSuBwZEA2kBlCyGaOkWwoPJrLxl8usYPDDPSH2NWU","10","33","39","NULL"
"101727","5225","#2J9Q9YVGC","CRISTIAN 503","148","114","1","#G899VPR2","✌Rambler✌","PeXKa-im4BPhb6-nIscEweA6oxlMxItcTHqFv1TB5eQ","10","25","28","NULL"
"101765","5225","#82UUCUJQ0","Klafo & Klafa","150","236","0","#VY2PC0GU","Wïtch Hūntēr","5-bNcXrqLPJ-pEmp5Lw9Q_g5tcZsjmkPIm3feVuNqXU","10","21","22","NULL"
"101817","5225","#8RPVLVYY","KAKION","160","81","0","#9L2VP828","Kings Throne","FRM-pr7fVwMsSsg7qj-5KX4Yznw3oCq0I6H_zJuH00s","10","40","40","NULL"
"101847","5224","#Y29QGYUQ","No Good Pierre","210","286","0","#2GRG0VLL","too fn trill","fG8lVXQps8kelphi71OJGZcK53x_O9ibpAcw0XylqS4","10","40","40","NULL"
"101858","5224","#8R8CYJJQL","ぽん助","150","149","0","#29GPLVPV","☆一期一会☆","76isSC140R-invOfNfomywrX38S-z_pvd6L2udpG61M","10","37","40","NULL"
"101962","5224","#20YCPR0JG","colombiana","173","233","1","#RQ0P9VGJ","fear the return","6wmf5TI6Fp7_7R8XrSAjnNUIWgHywS0n7hpskI6C2e8","10","33","33","NULL"
"102140","5224","#VUJ9G298","kai","167","147","1","#2LLYPQG9","بامرام ها","zepjTrO6-ULKYW5nYTc-UKN81BplFlHU2iZIuen_SsU","10","40","40","NULL"
"102199","5223","#VV98VG20","El Sicario 1","167","162","0","#8UJ929Q2","☆IMPERIOCLASH ☆","49UkF2W99YbLPxmUANApwD7gl1OY4b96x-y5w9bkExg","10","38","39","NULL"
"102452","5223","#98L922QV","Tater","151","159","2","#PYQUQ8R9","v.m.20","IuD30W8lcoKfT3JwrVAesVApTmgMTPaNCJakp5FaaR4","10","35","40","NULL"
"102615","5222","#220PY9L2G","{The Collector}","159","72","0","#PLPLG9V9","reaper@war","vKFhxZdHPDc2FleQwq48NzEoemmp5TuGql-WrDqP6ug","10","40","40","NULL"
"102624","5222","#99Q8J2J2P","mohamad","145","341","14","#PCC8082L","itti-127","w-s_7qXZ4oqDt7XI1IE-n00hfUjU_Rf2637oidCywjk","10","26","40","NULL"
"102854","5221","#2RR0GPLCL","The San P","157","212","0","#92RCYVG0","DARK BROTHERZ 2","XJC9r4bMfN6Lu4cCXVZ_d1F7KpUPwt-M6c6XXX3ZReE","10","15","29","NULL"
"103073","5220","#YY9JGGLR",">>Rha'y<<","157","163","0","#PRVPQPC","Soldier Team BR","aLl_HSQs0JLR2YZ-9iuzQb1Rj8PjnlfxKWQyonBW-bU","10","31","37","NULL"
"103156","5220","#89Y80G00J","X parTan","148","284","1","#YUR022PL","laurey","anX_ADSjFDpNN-XiflNMBlUyTU_vL4pU4hzGKIb-vzQ","10","21","26","NULL"
"103160","5220","#2LCJGYGQ8","kazuma","134","372","0","#JVQGP2Q","闇ブラザーズJapan","OnyoVzsqn5OaD1w8kiki9N4Z_fVD5RkueWVuq1gkKiE","10","27","30","NULL"
"103209","5220","#29880J8U0","Lampreio","143","138","0","#9GRGPPPJ","clãdestino","Rt-XKPJE0MNcfDj4uhBiDE1bM8a_8U8V3QvpLEBI_ww","10","31","38","NULL"
"103352","5220","#2VP9J2QQY","Bee-Ngoh","152","269","0","NULL","NULL","NULL","10","26","27","NULL"
"103379","5219","#8CR2U9PGY","wolf spesial","161","117","0","#9GG89999","Gaspoll Poek","agr1Cy6wuAwSSGkLpZT18aUem8PnLb7ZU1Df_KAS2tU","10","28","32","NULL"
"103642","5219","#8YP8VYPJ9","josheeforever","142","107","0","#L8JL099Q","Prime.PH","qbsMWEQblm0kS91g5BLa89LbQYr2dIg1LH41PhCpK98","10","18","19","NULL"
"103782","5218","#22LG0VJPP","°©®Andrey®©°","138","185","0","#UY98GPY","coc indo war","UhjPWtyqsgpADGxPsrvORbVxdySMJKauwzON64-6Zwo","10","20","28","NULL"
"104023","5217","#LU9RLL0L","rasta","166","346","0","#Y09RJU9Q","RiderNation","cSPxKL2UXDxOyzYu284r6FlLXvh6CcnML-T828nHK6I","10","31","35","NULL"
"104060","5217","#2U0CRYUYR","astrajingga","154","177","0","#PP2L9QQ2","EVO REBORN 2","avJwnMOBHweX6g1iE8a0kxhNPjITwhEslCUjJsff4Dk","10","23","35","NULL"
"104159","5217","#GL8VJCG8","arief zombie","171","176","1","#QUQ0V920","Indo Clasher","vVojZA-r3FUMBC4cDZrpin4fZaUPxZ2NzMm2qIX5QHs","10","34","34","NULL"
"104495","5216","#P2GC8JYG","★KING SAYEM♥♥♥","177","234","3","#L2YGP2","Furious SteelBD","FoeBKgf5I2Ow7tbVKhmqr9BDn1y0i-jXkQ8rMZaUr7g","10","29","33","NULL"
"104576","5216","#RLLJYLP0","سهم","176","103","0","#C9LJ8UU","$h@dow","2wTT1cmxO-hgK29Sd6t6BoMoHX3mhVxPBEC6Se5O_rc","10","26","31","NULL"
"104862","5215","#8LCQ2JCCQ","R.LOVI.D","128","219","0","#U0GQYU09","LITRIEL","igpqbMTP5l5bo4j6b_Ipn7NAWL5Ln1M7GNoAdHTiZqM","10","10","20","NULL"
"104876","5215","#209PQJRGQ","★Susanoo★","166","133","0","#9QVRGG8G","WACHAMAKULET :)","Rt-XKPJE0MNcfDj4uhBiDE1bM8a_8U8V3QvpLEBI_ww","10","40","40","NULL"
"105009","5214","#8V2UJ9G08","BazBaz","153","148","0","#L8JL099Q","Prime.PH","qbsMWEQblm0kS91g5BLa89LbQYr2dIg1LH41PhCpK98","10","33","34","NULL"
"105023","5214","#LJ09GJC","i-Sensei","146","80","0","#2C09C9JR","E.S SLAYER503","c7m6pwYIsYS0y0lol-_FWOPe-dUxkCUbYUTzIZ5Q3EM","10","16","19","NULL"
"105072","5214","#92QULVLC","Nico-02","138","317","3","#8J8UVL9C","glorius imperat","f6Yglz_HpPjYzfVEgnowYO5L4EjNR3buOu32Pw5a0SI","10","30","32","NULL"
"105085","5214","#Y9YC22GV","chandra shekhar","150","195","1","#9GPG0L0L","Mumbai MavericX","ny-vo8DRxjkG-UIm0MqAF6xYYo2_phbeZjfHD82RXlY","10","27","34","NULL"
"105161","5214","#8CRPCRGRV","The Black","160","189","0","#8G9UVC8V","padang bengkok","MbKl2cFmcQ_VeR-UKhdM2VfpNulRqU6lmCOmPf_rNmI","10","34","34","NULL"
"105178","5214","#2UQC98LVJ","たけし","129","172","0","#P0QVVLYQ","GOEMOON","j8e4iEwsiYdQFjaoHkud3He9LmtsMNxwkrZhSfnETUE","10","20","31","NULL"
"105425","5213","#2G0088PUV","Black God","150","333","0","#C0YULYLY","мａｈａｂｈａｒａｔ™","kU8e5WAp4Zba1L7jU4CsZwG7qDhRAD_u1aJb-rigva8","10","22","26","NULL"
"105663","5212","#2LG08PU2V","Дьявол","191","227","1","#YV2CL982","TM BETLER","fV24bkTqX1YPcupLzp5pjxKEzcN815xZ9E9TQG0SxF8","10","25","31","NULL"
"105677","5212","#89RC0LVQU","☺☺☺steve☺☺☺","152","199","0","#80UPQYUJ","King of Zion","rza2YKMlvQI8fDLGm3suKAoMeyL0oKNIw0qtfV8KSBQ","10","34","34","NULL"
"105718","5212","#PP8P2JCRJ","BimBim","149","192","0","#29VY29YY","KNOCHEN-HARRY","r314GwUeDOA9ZRQBVBFK8o3am02B4aYUHspSDVqNjoc","10","17","33","NULL"
"105731","5212","#20G099Q0","RaJ","170","231","1","#JQ2GLUGQ","ONLY ""RaJ""","cmO5xu4VEjm8hhrincYDCksvFZwPRUHvoIEFo3lUYjM","10","31","38","NULL"
"105744","5212","#89UYJRYQ8","бандит","174","135","0","#GCU2LCP9","ТИГРЫ","mElQkEgto7YSVpVFzHQKFqee-EIGbocPEzcqqVDXMxc","10","21","36","NULL"
"105780","5212","#20PQV2802","الملك","163","75","0","#P2CVUUUC","كلان تبن","1Cgd3Zm-x3ZFpkEQk-F0GEgiie5ZDw_8QdC5MFsOYc4","10","40","40","NULL"
"105794","5212","#8LU98JLVL","KrustyKrab Clan","167","121","0","#9RYC0PL0","Durham dogs","bVfTomqoTGKMgDkBbMyEKf4eTDzFxklOcrlOVXoJA-k","10","40","40","NULL"
"105795","5212","#Q09VYC20","Cony^-^","158","96","1","#9JJLPYLL","ClashTOP CHILE","SWcSuBwZEA2kBlCyGaOkWwoPJrLxl8usYPDDPSH2NWU","10","38","40","NULL"
"105930","5211","#88CLGG2YL","Thom's ! (;","142","112","0","#8Q8CJ9GL","les lensois","f6Yglz_HpPjYzfVEgnowYO5L4EjNR3buOu32Pw5a0SI","10","31","35","NULL"
"106096","5211","#80U8UPPCR","arrin","155","87","0","#U0GQYU09","LITRIEL","igpqbMTP5l5bo4j6b_Ipn7NAWL5Ln1M7GNoAdHTiZqM","10","29","40","NULL"
"106106","5211","#82VGYG2U0","JAHiD","176","320","1","#90U29V88","Bangla Tigers","BCNx0NuCcvUXzfjXEJqmwF6ecU3_p4jutGzQ6Q8k3CA","10","20","27","NULL"
"106110","5210","#2GL2VUC8P","Lover Boy","138","260","12","#QQGJUQGG","Davill","wEd9wggsPqjehuS6dX7PujAs-yhpEAxDWPREH7KmdeU","10","21","33","NULL"
"106196","5210","#2P2GCL8GC","JE_SQUAD1945!!!","160","107","0","#RQRJRJPL","DITEES","VVQ1hRBUCaGPKxDA3_L1vBELEVrcyy7Saw9d0eo_ZQk","10","24","40","NULL"
"106606","5209","#290RURUQ2","theKinG","169","167","0","#YV8GYULY","GGS_of Clans","vcYFZPx4U0lYJvPzu8FjfHzMfSCxEqzTI3lJAhBikhA","10","40","40","NULL"
"106700","5209","#90J90RQ8P","Gladiator","160","182","0","#2L8CJQP8","CuteReapers","CtEckcJiTeT13Ktdocgw8JAGsF1fvj_dw9Zkc2cWag0","10","40","40","NULL"
"106701","5209","#22VJ888RY","TheOneAndOnly","154","211","0","#R2P8C8GQ","Inferno_/","OJmW2sy5lx0x4fXxZlKszP8vpvSCSCOdXRVzz7Ijs_k","10","40","40","NULL"
"106725","5208","#228Q9PLL2","jim","141","378","0","#PC00CQ99","Cluster Pegasus","Dzg5r9r8jkv6PWz1u1M4kVjQV_R9Oy-1ym46lrRzsaM","10","17","24","NULL"
"106762","5208","#20JY9PG9Q","Ash","203","127","3","#PJR2UJJ2","Shooting STARs","-8iOqK0aMjzkxd-oHY9BeJ7wG7aec_p1t_cPp-X-HtA","10","36","40","NULL"
"106804","5208","#2QJ8GP9VL","eduardo","168","258","0","#Y88PQ2PV","Família P-H","tsbNDyZqWrKKI1EkE3OG35KUf2lGZgdOUm0Lq5PhrvE","10","40","40","NULL"
"106910","5208","#8Q2P9YG9R","fellow","159","203","0","#YLV0JGLC","50 WarMegye","tsbNDyZqWrKKI1EkE3OG35KUf2lGZgdOUm0Lq5PhrvE","10","40","40","NULL"
"106931","5208","#2JLCPRQ28","Marvin López ®","163","130","0","#PPUJ99R8","GuatextremE Top","194FYsQXalULrD53ScUjdX60EVYbGTRPYaASoTSvl7s","10","36","35","NULL"
"107116","5207","#22GC802YP","¥@@$¡r","195","118","0","#28CP29GG","Neologism","zq2i8CKKaJvoLMl4VecipmCewASxzYBJC6d9vL0j8a0","10","32","40","NULL"
"107220","5207","#C2UJY9YG","xD","196","157","0","#LUVV0CCV","THUG int'l","BCNx0NuCcvUXzfjXEJqmwF6ecU3_p4jutGzQ6Q8k3CA","10","37","40","NULL"
"107293","5207","#UCGY89Q2","sheila part I","157","92","0","#YLJV82LV","Bangka Leader","jzpTw5oDQRlThCoWIxFAtVsZ5LTDIKbJA2gORQ4LJXQ","10","23","35","NULL"
"107430","5206","#LGVU2RJL","Stacey","135","183","1","#P9RRV9PG","Lost Lithium","CA5Wbb0u_guAvM00fbdx8qUclAK9Z-Wq09UZu6VEaIU","10","22","36","NULL"
"107449","5206","#2CPGUUVRQ","AYAN","150","258","2","#9C2YRU2Q","Bad not Mad","yvbD84HLE0XXLeldiwkWCmSmZS6w_WIMNEZp6wxTACo","10","38","40","NULL"
"107616","5205","#GP20Q0G0","smacky","162","182","1","#8C8YPYR2","PEKKA PALS","kjWcCTqQwUaIUP6Tw0mSFnryKRHAwsRxsmT3BOFeQOI","10","40","40","NULL"
"107754","5205","#2G2C8JYPY","nesha","175","112","1","#PLVVQVJ0","Cepapa Mania","e1VRvDtsd-fA2Stvc4VsJWYAvld9mYGTSkff_260Av4","10","31","40","NULL"
"107768","5205","#VGV9GPYQ","lis","155","114","0","#J0CPLCGY","BLACKLIST2.NL","rs_ijK3wS9fJ9lzHo5pDu7mSdX3pf72znx8F6UOsBwc","10","30","33","NULL"
"107882","5205","#2CQJVJYQY","robin hood","172","185","0","#2209RQJ9","BOM BOM TEAM","ZZTJqaGJ_-IzHx8dIMrPHTy9YCkW1UF4C6sy16ZRQPA","10","21","24","NULL"
"107927","5204","#2UJ9G2CLU","~ CHUCKY ~","148","267","1","#PG8Y2PYV","HAMRO CLAN","FRM-pr7fVwMsSsg7qj-5KX4Yznw3oCq0I6H_zJuH00s","10","16","21","NULL"
"107995","5204","#8V82J80YG","rei heri","152","120","0","#YVPCJY80","Cisitu Gas Pool","gleInU799fdmj_-HlZa1CUqDbBhS2NwaV-5Of4g5ngs","10","21","33","NULL"
"108038","5204","#2LLY8JJQR","⚡Siidneey⚡","145","435","16","#PRVPQPC","Soldier Team BR","aLl_HSQs0JLR2YZ-9iuzQb1Rj8PjnlfxKWQyonBW-bU","10","36","40","NULL"
"108175","5204","#U2V0CL9L","Reza99","173","147","0","#2JY00PC2","Andromax Elite1","CA5Wbb0u_guAvM00fbdx8qUclAK9Z-Wq09UZu6VEaIU","10","38","38","NULL"
